Customer Name,Customer e-mail,Country,Gender,Age,Annual Salary,Credit Card Debt,Net Worth,Car Purchase Amount,
"Holmes, Ross Y.",velit@Pellentesquetincidunttempus.net,USA,1,63,"$60,409.76 ","$9,611.32 ","$255,285.41 ","$51,922.08 ",
"Sutton, Michelle D.",enim.Mauris@Namac.net,USA,0,50,"$57,600.60 ","$10,340.30 ","$128,387.93 ","$35,848.83 ",
"Munoz, Kennedy K.",dolor@nislelementumpurus.edu,USA,1,42,"$71,371.93 ","$7,094.83 ","$321,431.28 ","$42,704.32 ",
"Little, Hayley R.",nunc.est@purusmaurisa.co.uk,USA,1,41,"$79,444.01 ","$11,620.11 ","$627,086.66 ","$55,174.99 ",
"Church, Lareina E.",lectus.rutrum.urna@nisinibh.co.uk,USA,0,40,"$47,569.44 ","$7,840.29 ","$281,690.84 ","$26,599.91 ",
"Wolf, Tashya X.",nulla.Integer.vulputate@eutelluseu.edu,USA,1,40,"$71,193.73 ","$3,854.73 ","$762,832.26 ","$53,993.44 ",
"Barr, Hyatt D.",sem@odiovel.edu,USA,1,56,"$46,412.82 ","$11,652.27 ","$595,028.84 ","$47,970.77 ",
"Hopper, Orson W.",luctus@magnaseddui.net,USA,1,48,"$57,368.06 ","$10,175.74 ","$466,128.91 ","$43,641.66 ",
"Decker, Jolie T.",pellentesque.massa.lobortis@facilisis.net,USA,1,41,"$65,826.12 ","$11,715.37 ","$416,748.73 ","$41,679.79 ",
"Chaney, Reuben I.",Integer@vulputate.net,USA,0,61,"$61,824.88 ","$11,212.00 ","$660,897.01 ","$63,140.05 ",
"Ross, Kermit D.",Donec@lacusQuisquepurus.net,USA,1,35,"$61,723.01 ","$9,913.19 ","$291,897.41 ","$30,757.66 ",
"Hampton, Venus Q.",elit@faucibusMorbivehicula.net,USA,0,55,"$72,310.40 ","$3,093.71 ","$724,025.41 ","$65,592.22 ",
"Chavez, Ralph U.",Aenean@interdum.edu,USA,0,37,"$67,548.77 ","$10,462.36 ","$388,284.30 ","$37,871.71 ",
"Whitaker, Adena B.",pharetra.sed.hendrerit@accumsanneque.com,USA,0,48,"$62,175.69 ","$12,967.28 ","$343,290.68 ","$42,919.52 ",
Nola,elit@Fuscealiquamenim.ca,USA,0,32,"$60,584.85 ","$8,133.46 ","$129,635.63 ","$22,599.46 ",
Melodie,facilisi.Sed@tortordictum.com,USA,1,62,"$66,655.41 ","$8,001.64 ","$805,075.52 ","$70,598.97 ",
Seth,dignissim@nibhPhasellus.com,USA,0,49,"$63,718.88 ","$11,863.06 ","$298,920.01 ","$43,242.58 ",
Kyra,Etiam@diamluctus.org,USA,0,43,"$60,862.98 ","$8,033.55 ","$344,060.18 ","$38,138.58 ",
Caldwell,amet@congue.edu,USA,1,36,"$67,508.12 ","$10,188.69 ","$141,587.65 ","$30,419.80 ",
Benjamin,nisi.Mauris.nulla@vitaeodiosagittis.ca,USA,0,61,"$61,639.76 ","$17,870.64 ","$684,209.55 ","$63,868.94 ",
Florence,eros@faucibus.com,USA,0,46,"$63,172.96 ","$6,332.20 ","$456,524.79 ","$45,112.95 ",
Oleg,Aenean.gravida@mifelis.com,USA,0,57,"$58,653.66 ","$17,142.41 ","$201,228.02 ","$44,361.88 ",
Donovan,iaculis.odio.Nam@sedfacilisis.org,USA,1,36,"$40,558.75 ","$4,981.27 ","$283,241.28 ","$19,525.30 ",
Blaze,vitae.semper.egestas@montesnascetur.co.uk,USA,0,49,"$76,870.01 ","$5,575.32 ","$266,531.30 ","$49,991.61 ",
Illana,mi.pede.nonummy@euismodetcommodo.org,USA,1,63,"$71,948.81 ","$8,061.97 ","$365,862.78 ","$61,731.71 ",
Yvette,justo@pedeCras.ca,USA,0,49,"$67,629.85 ","$10,916.86 ","$151,946.31 ","$41,769.38 ",
Walter,metus.vitae.velit@CuraePhasellus.co.uk,USA,1,44,"$67,121.32 ","$12,087.38 ","$472,403.12 ","$46,402.54 ",
Dexter,est.arcu@in.org,USA,1,43,"$57,376.48 ","$12,878.55 ","$376,886.36 ","$37,376.63 ",
Cameran,tristique@ligulaAliquam.net,USA,0,48,"$56,944.87 ","$16,449.07 ","$116,407.53 ","$33,766.64 ",
Penelope,vestibulum@metus.org,USA,0,37,"$60,174.06 ","$15,666.43 ","$271,414.76 ","$30,667.61 ",
Hyatt,erat.Vivamus@ligula.co.uk,USA,1,49,"$81,997.33 ","$12,616.46 ","$237,185.17 ","$52,056.41 ",
Stone,neque.non@iaculisaliquet.edu,USA,1,40,"$36,960.77 ","$1,768.87 ","$630,120.00 ","$30,736.58 ",
Irma,placerat.eget.venenatis@elitpharetraut.edu,USA,0,42,"$64,412.43 ","$10,449.62 ","$355,175.37 ","$39,439.45 ",
Josiah,Phasellus@Aliquamadipiscing.co.uk,USA,1,30,"$70,076.23 ","$1,726.81 ","$552,267.64 ","$38,174.87 ",
Nathan,Nam.interdum.enim@et.com,USA,1,43,"$72,016.92 ","$11,602.74 ","$205,006.22 ","$40,589.86 ",
Stacy,aliquet.odio@fermentumvel.edu,USA,0,55,"$63,186.13 ","$7,122.16 ","$762,601.08 ","$62,028.71 ",
Kane,iaculis.quis.pede@adipiscingenim.net,USA,0,40,"$76,086.84 ","$9,258.18 ","$482,866.55 ","$48,465.27 ",
Reed,diam.nunc@lectusconvallisest.org,USA,1,38,"$74,445.73 ","$7,515.15 ","$297,964.26 ","$40,095.05 ",
Lani,odio.Phasellus@fringilla.co.uk,USA,0,43,"$85,475.64 ","$13,786.15 ","$267,555.12 ","$49,568.48 ",
Curran,risus@Sedmalesuada.net,USA,1,37,"$51,111.77 ","$9,057.60 ","$461,366.78 ","$31,408.63 ",
Rhonda,Sed.congue.elit@faucibusleo.ca,USA,0,41,"$79,064.96 ","$7,221.67 ","$365,871.50 ","$47,719.48 ",
Leroy,arcu.et.pede@Morbinequetellus.org,USA,1,42,"$55,514.99 ","$8,009.72 ","$394,229.90 ","$35,784.42 ",
Adrienne,mauris.Morbi@ligulatortordictum.net,USA,0,38,"$75,901.82 ","$6,512.71 ","$357,468.19 ","$42,905.54 ",
Aileen,venenatis.lacus@nuncQuisque.edu,USA,0,43,"$56,687.94 ","$10,827.16 ","$790,116.43 ","$48,516.84 ",
Rafael,nonummy.Fusce@sem.net,USA,0,44,"$59,801.06 ","$8,042.39 ","$601,744.96 ","$45,593.68 ",
Olivia,lacus.vestibulum.lorem@gravidaAliquamtincidunt.ca,USA,0,41,"$57,303.83 ","$10,836.42 ","$258,194.84 ","$32,061.65 ",
Hiram,ipsum.non.arcu@placeratorci.com,USA,0,46,"$43,412.86 ","$7,843.40 ","$392,003.29 ","$32,208.38 ",
Jelani,consectetuer.adipiscing.elit@vestibulumneceuismod.net,USA,1,46,"$58,948.93 ","$8,282.08 ","$205,439.37 ","$35,475.00 ",
Madeson,libero.et@Crasdictum.ca,USA,1,40,"$56,086.45 ","$6,588.61 ","$228,388.55 ","$29,519.56 ",
Uriah,molestie@commodoauctorvelit.co.uk,USA,1,45,"$80,015.83 ","$9,064.62 ","$508,555.16 ","$55,420.57 ",
Brady,massa@nec.co.uk,USA,1,58,"$41,409.29 ","$8,211.34 ","$421,318.98 ","$42,139.65 ",
Denise,montes@inconsectetuer.edu,USA,0,62,"$40,387.92 ","$5,761.40 ","$622,569.60 ","$50,539.90 ",
Lyle,nascetur@amet.org,USA,0,52,"$48,746.72 ","$3,923.41 ","$217,188.41 ","$34,922.43 ",
Victor,lectus.a@nonhendreritid.org,USA,0,44,"$70,230.15 ","$8,542.02 ","$320,525.73 ","$43,898.27 ",
Demetria,Donec.at@sedlibero.net,USA,0,44,"$64,961.39 ","$6,885.72 ","$265,717.25 ","$39,135.03 ",
Ora,bibendum.Donec.felis@liberoestcongue.org,USA,1,40,"$57,777.16 ","$19,692.91 ","$601,210.28 ","$41,147.47 ",
Trevor,Sed@Pellentesquetincidunttempus.edu,USA,0,33,"$54,447.15 ","$13,141.32 ","$284,155.42 ","$24,134.59 ",
Kristen,urna@vitaeodiosagittis.ca,USA,1,44,"$59,712.31 ","$7,135.99 ","$487,564.55 ","$42,705.11 ",
Aristotle,ac@non.com,USA,0,42,"$65,605.42 ","$13,629.11 ","$297,540.88 ","$38,901.61 ",
Camden,Aliquam.adipiscing.lobortis@loremut.net,USA,1,20,"$70,467.29 ",$100.00 ,"$494,606.63 ","$28,645.39 ",
Urielle,est.congue@Nunc.edu,USA,0,53,"$76,318.88 ","$6,392.21 ","$245,216.17 ","$52,150.42 ",
Jolene,erat.neque.non@elit.com,USA,1,56,"$77,657.56 ","$14,438.24 ","$622,831.92 ","$66,648.25 ",
Holly,accumsan@parturientmontes.net,USA,1,44,"$60,487.90 ","$9,911.04 ","$478,428.72 ","$42,909.27 ",
Wayne,molestie.orci@condimentum.com,USA,1,52,"$67,729.97 ","$10,279.91 ","$314,885.13 ","$49,248.11 ",
Judith,vel.nisl.Quisque@mollisPhasellus.co.uk,USA,0,43,"$49,463.06 ","$6,478.16 ","$201,636.87 ","$27,303.17 ",
Dennis,nunc.nulla.vulputate@dignissimmagnaa.edu,USA,1,49,"$65,850.48 ","$3,912.39 ","$419,556.62 ","$47,869.83 ",
Kaitlin,parturient@Nuncsollicitudincommodo.co.uk,USA,1,56,"$66,505.38 ","$3,942.77 ","$621,309.59 ","$59,984.16 ",
Harriet,amet.orci@tellus.net,USA,0,47,"$58,260.57 ","$4,658.41 ","$507,572.64 ","$45,271.46 ",
Tatyana,sem@parturientmontesnascetur.net,USA,0,25,"$45,092.74 ","$11,380.09 ","$158,758.36 ","$9,000.00 ",
Paula,Nam@enimmitempor.com,USA,1,45,"$63,845.77 ","$7,761.85 ","$505,048.76 ","$46,012.11 ",
Tamekah,ut.pharetra@ametultricies.net,USA,1,46,"$55,293.58 ","$8,276.64 ","$169,476.00 ","$32,967.20 ",
Brandon,non@purusaccumsaninterdum.com,USA,0,33,"$87,598.02 ","$10,814.58 ","$485,563.74 ","$48,785.16 ",
Veda,et.euismod@Duis.co.uk,USA,1,43,"$71,753.31 ","$9,119.79 ","$400,703.27 ","$45,824.57 ",
Seth,Nulla.aliquet@sedturpisnec.co.uk,USA,1,48,"$45,368.16 ","$12,203.49 ","$577,058.18 ","$40,102.11 ",
Kai,velit@molestie.com,USA,0,48,"$45,362.67 ","$2,524.99 ","$399,437.52 ","$35,457.15 ",
Piper,erat.neque@mattisvelitjusto.org,USA,0,40,"$40,727.39 ","$9,725.55 ","$508,529.00 ","$29,556.79 ",
Hillary,ut.mi.Duis@quisarcu.com,USA,1,39,"$58,632.59 ","$12,035.37 ","$516,817.32 ","$38,243.06 ",
Francis,Phasellus@estcongue.ca,USA,0,39,"$66,680.27 ","$10,263.15 ","$556,945.87 ","$44,430.63 ",
Rogan,pulvinar@porttitortellus.ca,USA,1,54,"$75,892.31 ","$8,110.95 ","$177,878.18 ","$51,046.42 ",
Kyle,a.feugiat@enimnisl.com,USA,0,53,"$59,297.42 ","$9,592.43 ","$567,842.13 ","$52,570.37 ",
Vaughan,Aliquam@aaliquet.com,USA,0,51,"$92,455.73 ","$9,877.17 ","$285,326.35 ","$61,404.23 ",
India,risus.at.fringilla@feugiat.ca,USA,0,55,"$32,697.98 ","$10,858.03 ","$218,808.76 ","$28,463.64 ",
Edward,rutrum.urna@faucibusidlibero.co.uk,USA,1,35,"$55,418.76 ","$8,837.65 ","$312,927.92 ","$27,586.20 ",
Laurel,felis@orciconsectetuereuismod.ca,USA,0,43,"$68,921.40 ","$8,120.20 ","$515,012.28 ","$47,979.49 ",
Igor,Proin.eget@aliquetnecimperdiet.org,USA,0,37,"$43,739.98 ","$5,933.18 ","$517,110.95 ","$28,164.86 ",
Diana,purus.ac.tellus@parturientmontesnascetur.org,USA,0,60,"$81,565.96 ","$9,072.06 ","$544,291.95 ","$69,669.47 ",
Todd,egestas.a@vel.ca,USA,0,44,"$65,364.06 ","$7,839.41 ","$579,640.80 ","$48,052.65 ",
Zephania,montes@sedsem.ca,USA,1,39,"$65,019.16 ","$4,931.56 ","$341,330.73 ","$37,364.23 ",
Brock,Vivamus.nisi@elitpharetraut.ca,USA,1,42,"$58,243.18 ","$15,149.03 ","$649,323.79 ","$44,500.82 ",
Avye,Cras@eros.net,USA,0,32,"$73,558.87 ","$11,164.53 ","$301,245.77 ","$35,139.25 ",
Serena,odio.Nam@estac.ca,USA,1,52,"$66,088.02 ","$6,769.18 ","$557,098.96 ","$55,167.37 ",
Barclay,diam.Proin@ut.edu,USA,0,56,"$54,441.72 ","$4,362.72 ","$432,850.42 ","$48,383.69 ",
Isabella,et.magnis@necmetus.ca,USA,1,41,"$60,101.80 ","$12,989.37 ","$340,720.52 ","$35,823.55 ",
Mia,sed.est@afelisullamcorper.edu,USA,1,51,"$50,153.44 ","$6,596.01 ","$266,939.17 ","$36,517.71 ",
Chester,Integer@odioauctor.co.uk,USA,0,58,"$61,430.93 ","$11,561.07 ","$421,891.85 ","$53,110.88 ",
Isaac,pretium.aliquet.metus@pretiumneque.com,USA,0,51,"$65,846.51 ","$9,141.67 ","$531,840.33 ","$53,049.45 ",
Heather,erat.Etiam@elementum.org,USA,1,29,"$55,433.61 ","$10,769.75 ","$276,466.62 ","$21,471.11 ",
Justine,orci.adipiscing@penatibuset.com,USA,1,53,"$62,979.60 ","$14,297.25 ","$247,421.92 ","$45,015.68 ",
Bert,sem.Pellentesque@quis.net,USA,0,43,"$76,523.33 ","$10,373.01 ","$620,355.27 ","$55,377.88 ",
Gil,Phasellus.fermentum@dictumplacerataugue.net,USA,0,62,"$63,956.16 ","$16,978.53 ","$360,787.64 ","$56,510.13 ",
Dolan,ipsum.Phasellus@egestasblanditNam.edu,USA,1,60,"$39,460.00 ","$8,769.29 ","$571,245.37 ","$47,443.74 ",
Cheryl,iaculis.enim@nislelementum.edu,USA,1,37,"$66,923.44 ","$8,611.47 ","$522,814.82 ","$41,489.64 ",
Courtney,porttitor.tellus@elitelit.org,USA,0,43,"$50,051.14 ",$893.24 ,"$347,177.84 ","$32,553.53 ",
Neville,felis.Nulla@mi.ca,USA,0,42,"$61,575.95 ",$594.80 ,"$497,197.26 ","$41,984.62 ",
Gloria,Curabitur.egestas.nunc@fermentumfermentum.ca,USA,0,55,"$64,430.07 ","$6,924.11 ","$664,862.01 ","$59,538.40 ",
Jonah,augue@risusNuncac.co.uk,USA,1,46,"$63,722.00 ","$10,711.44 ","$316,128.40 ","$41,352.47 ",
Merrill,dolor.sit@turpisIn.com,USA,1,50,"$78,518.22 ","$10,072.48 ","$294,506.08 ","$52,785.17 ",
Nolan,Donec.at@neccursus.co.uk,USA,0,55,"$72,424.80 ","$9,831.18 ","$523,680.77 ","$60,117.68 ",
Winter,egestas.urna.justo@maurissagittis.edu,USA,0,43,"$77,665.17 ","$13,308.88 ","$349,588.56 ","$47,760.66 ",
Rigel,egestas.blandit.Nam@semvitaealiquam.com,USA,0,52,"$77,345.62 ","$6,736.75 ","$665,099.14 ","$64,188.27 ",
Walter,ligula@Cumsociis.ca,USA,0,41,"$71,942.40 ","$6,995.90 ","$541,670.10 ","$48,901.44 ",
Vanna,Cum.sociis.natoque@Sedmolestie.edu,USA,1,38,"$56,039.50 ","$12,301.46 ","$360,419.10 ","$31,491.41 ",
Pearl,penatibus.et@massanonante.com,USA,1,54,"$68,888.78 ","$10,611.61 ","$764,531.32 ","$64,147.29 ",
Nell,Quisque.varius@arcuVivamussit.net,USA,1,59,"$49,811.99 ","$14,013.03 ","$337,826.64 ","$45,442.15 ",
Marla,Camaron.marla@hotmail.com,USA,1,47,"$61,370.68 ","$9,391.34 ","$462,946.49 ","$45,107.23 ",
